"","primary_drug_concept_id_list","secondary_drug_concept_id_list","excluding_drug_concept_id_list","regimen_concept_id","regimen_name"
"1449","1593273","","42709322",35804159,"Avelumab monotherapy"
"1450","1378382","1397141;1397599","",35804540,"Cisplatin, Paclitaxel, Bevacizumab"
"1451","19051649","","955632;1305058;1308290;1310317;1311078;1314273;1314924;1336825;1343346;1344905;1350504;1397141;1397599;1506270;1518254;1551099;19078187;19137042;35603017;42874135",35804249,"Doxorubicin pegylated liposomal monotherapy"
"1452","1397599","1326481;1314924;1518254","",35806363,"DDGP"
"1453","19086176","","955632;1308290;1310317;1311409;1338512;1551099",35804096,"Bacillus Calmette-Guerin (BCG) monotherapy"
"1454","1338512","","955632;1301267;1304107;1305058;1308290;1309161;1310317;1311078;1311409;1311443;1312706;1314273;1314924;1315942;1326481;1329241;1336825;1344354;1344905;1350066;1350504;1351779;1354698;1358436;1367268;1368823;1378382;1378509;1380068;1387104;1389036;1390051;1391846;1394337;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1550557;1551099;1593155;1718346;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19132890;19136210;19136750;19137042;35197850;40167582;40241969;43013182;44507676",35805791,"DEB-TACE"
"1455","1344905","1315942;1551099","",35806855,"Carboplatin, Docetaxel, Prednisone"
"1456","1344905","1314924;1518254","1314273",35805832,"GCD"
"1457","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35803444,"7 plus 3d (high-dose)"
"1458","1436678","43525787","",35804302,"T-DM1 and ET"
"1459","1338512","1378382","1310317;1397599",35804226,"AT (Taxol)"
"1460","1397599","1314924;1366689","",35804565,"Gemcitabine, Cisplatin, S-1"
"1461","1304107","","1305058;1308290;1309188;1310317;1311078;1311799;1338512;1377141;1379969;1380068;1436650;1518254;1551099;1714165;19012585;19078097",35804630,"Imatinib monotherapy, high dose"
"1462","42801287","1387104;1337620","",35804317,"Capecitabine, Pertuzumab, Trastuzumab"
"1463","1356461","1344381","",35806822,"ADT and RT"
"1464","1315942","","955632;1310317;1314924;1315411;1318011;1337620;1338512;1344354;1344381;1344905;1349025;1366689;1367268;1377141;1387104;1388796;1397141;1397599;1550557;1551099;35198201;40238052;42801287;44818489",35804162,"Docetaxel monotherapy"
"1465","1318011","1397141;1337620","",35804766,"CapeOx and Bevacizumab"
"1466","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35803437,"7 plus 3d (intermediate-dose)"
"1467","1378382","1397599;1344354","",35804218,"PET"
"1468","19012585","1551099;1304107;1311799;1308290","",35804037,"Daunorubicin, L-Asparaginase, Vincristine, Prednisone, Imatinib"
"1469","45775576","","1311078;1311799;19057483",35804640,"Omacetaxine monotherapy"
"1470","1314273","1551099;1310317;1308290","1305058;1311078;1311799;1336825;1338512;1350504;1397599;1518254;1593155;19008336;19012585;19026972;19051649;19078187;19136750",35805630,"R-CVP"
"1471","1511250","","",35804165,"Erdafitinib monotherapy"
"1472","1304107","","1305058;1308290;1309188;1310317;1311078;1311799;1338512;1377141;1379969;1380068;1436650;1518254;1551099;1714165;19012585;19078097",35804083,"Imatinib monotherapy"
"1473","19011440","1314273;1336825","",35807171,"RVR"
"1474","1397599","1388796;955632","1315942;1350504;1397141",35805333,"CLF"
"1475","1436678","1301267;955632","",35804347,"PFT"
"1476","19012585","1311799;1308290;1550557","",35102021,"DOLP (Prednisolone)"
"1477","1310317","1395557","1309188;1312706;1314273;1333357;19068830;19137385;40167582;44507676",35803627,"Fludarabine, Cyclophosphamide, TBI for dUCB or haploidentical transplant"
"1478","1559930","","1559914",35806140,"Binimetinib monotherapy"
"1479","1344354","","955632;1305058;1308290;1310317;1314273;1314924;1315942;1318011;1329241;1337620;1338512;1343346;1344905;1350504;1354698;1378382;1387104;1389036;1391846;1397141;1397599;1550557;1551099;19008264;19008336;19078187;19137385",35804228,"Epirubicin monotherapy"
"1480","19015523","44507848;1314273","",35804601,"BR and Ibrutinib"
"1481","1338512","1305058;1311078;1310317;43013182;1518254;1308290","",35804074,"Hyper-CVAD and Ponatinib"
"1482","1344905","955632","1315411;1315942;1344354",35805773,"Carboplatin and Fluorouracil"
"1483","1318011","19012585;1314924","",35805465,"GELOX/RT"
"1484","19137385","1310317","1333357;1344354;1344905;1395557",35804005,"CHUT"
"1485","1397599","1310317;1350504;1308290","1338512",35806113,"Cyclophosphamide and Vincristine/Cisplatin and Etoposide"
"1486","1338512","1397599;1310317;1350504","1301267;1308290;1336825;1518254;19137042",35806950,"CC/DE and RT"
"1487","19078097","1311078;903643;1309188","1350504;1437379",35803562,"Cytarabine and Idarubicin, then Mitoxantrone, then Cytarabine and Idarubicin, with ATRA"
"1488","1378382","","793846;955632;1305058;1310317;1311409;1314273;1314924;1318011;1337620;1338512;1343346;1344354;1344905;1350504;1359548;1366689;1378509;1387104;1397141;1397599;19078187;40167554;40238188;42629079;42801287;43525787;43533090;44818489;45775965;45892579",35804167,"Paclitaxel, nanoparticle albumin-bound monotherapy"
"1489","1518254","1395557;1309188","1314273",35805659,"FND"
"1490","40238188","1311409","",35806129,"Dacarbazine and Ipilimumab"
"1491","1397599","1368823","1310317;1338512",35806497,"Altretamine and Cisplatin"
"1492","1333379","42799711;903643","",35803550,"Arsenic trioxide, ATRA, Gemtuzumab ozogamicin"
"1493","1344354","1315942;1337620","",35804214,"EDC"
"1494","19020079","","",35804359,"Formestane monotherapy"
"1495","1329241","1397599;19008264;1350504","",35807020,"PVeBV"
"1496","1350066","1311078;1310317;1350504","",35805066,"BEAC, then auto HSCT"
"1497","40241969","","1310317;1311409;1338512;1551099;19008264;19015523;45892628",35803702,"Brentuximab vedotin monotherapy"
"1498","1318011","1314273;1314924","",35805082,"R-GemOx"
"1499","42903460","","",35804569,"Regorafenib monotherapy"
"1500","1318011","955632","1314924;1315411;1315942;1344354;1367268;1388796;1397141;19100985;40168303",35805353,"Fluorouracil, Oxaliplatin, RT"
"1501","1314273","1311078","1301267;1305058;1308290;1310317;1318011;1338512;1344905;1350066;1350504;1395557;1397599;1506270;1518254;1551099;19008336;19015523;19051649;19068830;19078097;19078187;19136750;19137385;40175460",35806078,"R-HiDAC"
"1502","19002912","","1308290;1310317;1311078;1326481;1436650",35806983,"Nelarabine monotherapy"
"1503","1305058","1397599;19008264","1338512",35804143,"MCV"
"1504","1310317","1395557","1309188;1312706;1314273;1333357;19068830;19137385;40167582;44507676",35804620,"Fludarabine, Cyclophosphamide, ATG, then allo HSCT"
"1505","1301267","1311078","1314273;1350066;1350504;1518254;19015523;19068830;36879099",35804014,"TAM6"
"1506","1506270","1314273","1310317;1311078;1350504;1397599;1551099",35804589,"HDMP-R"
